id,title,genres,averageRating,numVotes,releaseYear
tt0412253,"Veronica Mars","Crime, Drama, Mystery",8.4,79216,2004
tt1759761,Veep,Comedy,8.4,65968,2012
tt13616990,"Chainsaw Man","Action, Adventure, Animation",8.4,63783,2022
tt0262150,"Black Books",Comedy,8.4,62562,2000
tt5249462,Erased,"Animation, Crime, Drama",8.4,61654,2016
tt0995832,"Generation Kill","Drama, War",8.4,60517,2008
tt0925266,"Pushing Daisies","Comedy, Drama, Fantasy",8.4,60102,2007
tt2384811,Utopia,"Drama, Mystery, Sci-Fi",8.4,52270,2013
tt0103584,X-Men,"Action, Adventure, Animation",8.4,51185,1992
tt0319969,Carnivàle,"Drama, Fantasy, Mystery",8.4,47412,2003
tt5743796,Warrior,"Action, Crime, Drama",8.4,47352,2019
tt1227926,"Dr. Horrible's Sing-Along Blog","Comedy, Musical, Sci-Fi",8.4,44438,2008
tt11247158,"The Legend of Vox Machina","Action, Adventure, Animation",8.4,44254,2022
tt1942683,"The Amazing World of Gumball","Adventure, Animation, Comedy",8.4,43926,2011
tt1830379,"Top Boy","Crime, Drama, Thriller",8.4,42051,2011
tt0094582,"The Wonder Years","Comedy, Drama, Family",8.4,41518,1988
tt0056751,"Doctor Who","Adventure, Drama, Family",8.4,40163,1963
tt0458254,"The Colbert Report","Comedy, News, Talk-Show",8.4,39287,2005
tt7658402,"Harley Quinn","Action, Adventure, Animation",8.4,38945,2019
tt0094535,"Red Dwarf","Comedy, Sci-Fi",8.4,37756,1988
tt0472027,"John Adams","Biography, Drama, History",8.4,37484,2008
tt2578560,"Broad City",Comedy,8.4,36477,2014
tt0112175,"Spider-Man: The Animated Series","Action, Adventure, Animation",8.4,36476,1994
tt2543312,"Halt and Catch Fire",Drama,8.4,36026,2014
tt0105946,"Babylon 5","Action, Adventure, Drama",8.4,35203,1993
tt6439752,Snowfall,"Crime, Drama",8.4,34625,2017
tt0478942,"Life on Mars","Crime, Drama, Mystery",8.4,33263,2006
tt1883092,"Generation War","Action, Drama, History",8.4,33201,2013
tt4192812,Unforgotten,"Crime, Drama, Mystery",8.4,31868,2015
tt7078180,"Violet Evergarden","Animation, Drama, Family",8.4,31722,2018
tt13433812,Vincenzo,"Action, Comedy, Crime",8.4,30924,2021
tt4378376,"Babylon Berlin","Crime, Drama, Thriller",8.4,30896,2017
tt0826760,"The Killing","Crime, Drama, Mystery",8.4,30674,2007
tt14168162,"Bosch: Legacy","Crime, Drama",8.4,29651,2022
tt8594324,Ghosts,"Comedy, Fantasy",8.4,28051,2019
tt6905542,"The Dark Crystal: Age of Resistance","Adventure, Family, Fantasy",8.4,27653,2019
tt0086659,"'Allo 'Allo!","Comedy, History, War",8.4,27474,1982
tt6205862,"Inside Look: The People v. O.J. Simpson - American Crime Story","Documentary, Short",8.4,27404,2016
tt0074028,"The Muppet Show","Comedy, Family, Musical",8.4,26656,1976
tt0163503,"Top Gear",Documentary,8.4,25230,1978
tt0416394,"The Mighty Boosh","Comedy, Fantasy, Musical",8.4,24437,2003
tt0235923,"Invader ZIM","Action, Adventure, Animation",8.4,22938,2001
tt0098878,"Northern Exposure","Comedy, Drama",8.4,22630,1990
tt0108872,"My So-Called Life","Comedy, Drama, Romance",8.4,22310,1994
tt0083466,"Police Squad!","Comedy, Crime",8.4,21258,1982
tt0408381,"Doc Martin","Comedy, Drama, Romance",8.4,20877,2004
tt0976192,"The Spectacular Spider-Man","Action, Adventure, Animation",8.4,20193,2008
tt0118266,"The New Batman Adventures","Action, Adventure, Animation",8.4,19789,1997
tt1734135,"Trollhunters: Tales of Arcadia","Action, Adventure, Animation",8.4,19573,2016
tt2407574,"My Mad Fat Diary","Comedy, Drama, Romance",8.4,19199,2013
tt0075572,Roots,"Biography, Drama, History",8.4,19197,1977
tt0066626,"All in the Family","Comedy, Drama",8.4,19173,1971
tt8681148,"This Is Going to Hurt","Biography, Comedy, Drama",8.4,19093,2022
tt0053479,"The Andy Griffith Show","Comedy, Family",8.4,17514,1960
tt1553644,"The Ricky Gervais Show","Animation, Comedy, Talk-Show",8.4,17265,2010
tt9174582,Brassic,"Comedy, Drama",8.4,14462,2019
tt17921714,"A Small Light","Biography, Drama, History",8.4,13831,2023
tt0924651,"The Graham Norton Show","Comedy, Music, Talk-Show",8.4,13449,2007
tt0098833,"Jeeves and Wooster",Comedy,8.4,13298,1990
tt13409432,"Ranking of Kings","Action, Adventure, Animation",8.4,12948,2021
tt10183988,"Julie and the Phantoms","Adventure, Comedy, Drama",8.4,12598,2020
tt0184135,"The League of Gentlemen","Comedy, Horror",8.4,12494,1999
tt0054533,"The Dick Van Dyke Show","Comedy, Family",8.4,12179,1961
tt5514358,"Steins;Gate 0","Animation, Drama, Mystery",8.4,12054,2018
tt24640580,Moving,"Action, Adventure, Fantasy",8.4,11869,2023
tt4284216,Healer,"Action, Comedy, Crime",8.4,11707,2014
tt0437729,"The Late Late Show with Craig Ferguson","Comedy, Music, Talk-Show",8.4,11598,2005
tt1493239,Terriers,"Comedy, Crime, Drama",8.4,11391,2010
tt0096626,"The Kids in the Hall",Comedy,8.4,11246,1988
tt10324164,"Prehistoric Planet","Animation, Documentary, History",8.4,11038,2022
tt0112084,"Mr. Show with Bob and David",Comedy,8.4,10707,1995
tt6461346,Stranger,"Crime, Drama, Mystery",8.4,10603,2017
tt0092571,"Anne of Avonlea","Drama, Family, Romance",8.4,10405,1987
tt0105933,"The Adventures of Pete & Pete","Comedy, Drama, Family",8.4,10134,1992
tt8146754,"Infinity Train","Action, Adventure, Animation",8.4,10054,2019
tt0460649,"How I Met Your Mother","Comedy, Drama, Romance",8.3,743686,2005
tt0411008,Lost,"Adventure, Drama, Fantasy",8.3,615732,2004
tt0455275,"Prison Break","Action, Crime, Drama",8.3,599599,2005
tt1796960,Homeland,"Crime, Drama, Mystery",8.3,364747,2011
tt8772296,Euphoria,Drama,8.3,256863,2019
tt0904208,Californication,"Comedy, Drama",8.3,190057,2007
tt0118276,"Buffy the Vampire Slayer","Action, Adventure, Drama",8.3,162955,1997
tt11737520,"One Piece","Action, Adventure, Comedy",8.3,160753,2023
tt3647998,Taboo,"Drama, Mystery, Thriller",8.3,152127,2017
tt2632424,"The Originals","Drama, Fantasy, Horror",8.3,151249,2013
tt1695360,"The Legend of Korra","Action, Adventure, Animation",8.3,141529,2012
tt13146488,Peacemaker,"Action, Adventure, Comedy",8.3,141042,2022
tt0374463,"The Pacific","Action, Adventure, Drama",8.3,134063,2010
tt0496424,"30 Rock",Comedy,8.3,133544,2006
tt5348176,Barry,"Action, Comedy, Crime",8.3,127376,2018
tt1637727,"The Killing","Crime, Drama, Mystery",8.3,126295,2011
tt7909970,Unbelievable,"Crime, Drama",8.3,124060,2019
tt2234222,"Orphan Black","Drama, Sci-Fi, Thriller",8.3,118852,2013
tt2699128,"The Leftovers","Drama, Fantasy, Mystery",8.3,116373,2014
tt4270492,Billions,Drama,8.3,111614,2016
tt11337908,Maid,Drama,8.3,105506,2021
tt8714904,"Narcos: Mexico","Crime, Drama",8.3,95128,2018
tt2249007,"Ray Donovan","Crime, Drama",8.3,95002,2013
tt12590266,"Cyberpunk: Edgerunners","Action, Adventure, Animation",8.3,88801,2022
tt6517102,Castlevania,"Action, Adventure, Animation",8.3,83859,2017
tt12327578,"Star Trek: Strange New Worlds","Action, Adventure, Sci-Fi",8.3,61670,2022
tt0445114,Extras,"Comedy, Drama",8.3,61128,2005
tt1344204,"Blue Mountain State","Comedy, Sport",8.3,59895,2010
tt18335752,1923,"Drama, Western",8.3,58453,2022
tt1699748,"Hell on Wheels","Drama, Western",8.3,56676,2011
tt6611916,Kingdom,"Action, Drama, Horror",8.3,56653,2019
tt0383126,MythBusters,"Documentary, Mystery, Reality-TV",8.3,55309,2003
tt0220880,"Courage the Cowardly Dog","Adventure, Animation, Comedy",8.3,52594,1999
tt3358020,"Parasyte: The Maxim","Action, Animation, Drama",8.3,52134,2014
tt0115147,"The Daily Show","Comedy, News, Talk-Show",8.3,48508,1996
tt15477488,Farzi,"Crime, Drama, Thriller",8.3,48294,2023
tt3655448,"The Young Pope",Drama,8.3,48211,2016
tt1598754,"24: Live Another Day","Action, Crime, Drama",8.3,47021,2014
tt13706018,"Spy x Family","Action, Animation, Comedy",8.3,43955,2022
tt1466074,Columbo,"Crime, Drama, Mystery",8.3,43531,1971
tt0187636,Farscape,"Action, Adventure, Drama",8.3,40994,1999
tt1836037,Longmire,"Action, Crime, Drama",8.3,40951,2012
tt4565380,Fauda,"Action, Drama, Thriller",8.3,39253,2015
tt1416765,Parenthood,"Comedy, Drama",8.3,38025,2010
tt15469618,"Bad Sisters","Comedy, Drama, Thriller",8.3,38015,2022
tt4644488,"Dragon Ball Super","Action, Adventure, Animation",8.3,37884,2015
tt3636060,Poldark,"Drama, Romance",8.3,36911,2015
tt4057372,Sugarland,"Animation, Comedy, Family",8.3,35961,2019
tt0874936,Life,"Crime, Drama, Mystery",8.3,35610,2007
tt1702042,"An Idiot Abroad","Adventure, Comedy, Documentary",8.3,34702,2010
tt8694364,"Years and Years","Drama, Sci-Fi",8.3,33890,2019
tt5853176,"The Good Fight","Crime, Drama",8.3,33321,2017
tt9054904,"Why Women Kill","Comedy, Crime, Drama",8.3,32859,2019
tt21209876,"Solo Leveling","Action, Adventure, Animation",8.3,30971,2024
tt10244600,"Winning Time: The Rise of the Lakers Dynasty","Biography, Drama, Sport",8.3,29930,2022
tt8809646,"College Romance","Comedy, Drama, Romance",8.3,28982,2018
tt8688814,"The Dragon Prince","Action, Adventure, Animation",8.3,28778,2018
tt0381798,"Rescue Me","Comedy, Drama",8.3,28332,2004
tt2183404,Rectify,Drama,8.3,27939,2013
tt1984119,Feud,"Biography, Drama",8.3,27615,2017
tt2396135,Shetland,"Crime, Drama, Mystery",8.3,27179,2013
tt3012698,"Olive Kitteridge",Drama,8.3,26821,2014
tt1981558,"Key and Peele",Comedy,8.3,26690,2012
tt13623580,"Reservation Dogs","Comedy, Crime",8.3,25563,2021
tt0485842,"Studio 60 on the Sunset Strip","Comedy, Drama",8.3,25398,2006
tt1409055,"Dragon Ball Z Kai","Action, Adventure, Animation",8.3,25378,2009
tt13293588,"Mushoku Tensei: Jobless Reincarnation","Action, Adventure, Animation",8.3,24048,2021
tt0780362,"Jane Eyre","Drama, Romance",8.3,22695,2006
tt14192814,Kursadzije,"Comedy, Drama, Horror",8.3,22300,2006
tt14518756,"Hometown Cha-Cha-Cha","Comedy, Drama, Romance",8.3,22255,2021
tt14674086,"Welcome to Wrexham","Documentary, Sport",8.3,22072,2022
tt0948103,"Gurren Lagann","Action, Adventure, Animation",8.3,22065,2007
tt6466208,Breathe,"Crime, Drama, Thriller",8.3,21967,2018
tt8679236,"Who Is America?",Comedy,8.3,20687,2018
tt6478318,Masum,"Crime, Drama, Mystery",8.3,20609,2017
tt7765404,Wayne,"Action, Comedy",8.3,20168,2019
tt0179552,"The Adventures of Tintin","Action, Adventure, Animation",8.3,19527,1991
tt11775988,"Operation MBBS","Comedy, Drama",8.3,19413,2020
tt0160904,MI-5,"Action, Crime, Drama",8.3,18942,2002
tt0835434,"In Treatment",Drama,8.3,18544,2008
tt0839188,Metalocalypse,"Animation, Comedy, Music",8.3,18411,2006
tt11070216,"Dirin Dirin","Animation, Comedy",8.3,18373,2015
tt13899566,"Special Ops 1.5: The Himmat Story","Action, Crime, Drama",8.3,17881,2021
tt0088491,"The Bugs Bunny/Looney Tunes Comedy Hour","Animation, Comedy, Family",8.3,17818,1985
tt4277922,"Call My Agent!","Comedy, Drama",8.3,17244,2015
tt1626038,"The Avengers: Earth's Mightiest Heroes","Action, Adventure, Animation",8.3,16714,2010
tt7222086,"Made in Abyss","Action, Adventure, Animation",8.3,16535,2017
tt1279972,Treme,"Drama, Music",8.3,16168,2010
tt1685471,"This Is England '86","Comedy, Crime, Drama",8.3,14771,2010
tt0103376,Bottom,Comedy,8.3,14471,1991
tt8888462,Pachinko,Drama,8.3,14277,2022
tt6157148,"Weightlifting Fairy Kim Bok-Joo","Comedy, Romance",8.3,13890,2016
tt10975574,Julia,"Biography, Drama",8.3,13609,2022
tt0361256,Wonderfalls,"Comedy, Drama, Fantasy",8.3,13241,2004
tt0423661,"Green Wing","Comedy, Drama",8.3,12958,2004
tt5531466,DuckTales,"Action, Adventure, Animation",8.3,12680,2017
tt0050051,"Perry Mason","Crime, Drama, Mystery",8.3,12311,1957
tt9113406,"Wu-Tang: An American Saga","Biography, Drama, Music",8.3,12113,2019
tt21975436,"Kaiju No. 8","Action, Adventure, Animation",8.3,12021,2024
tt0337898,"Law of the Lawless","Action, Crime, Drama",8.3,11862,2002
tt6354518,"The Disastrous Life of Saiki K.","Animation, Comedy, Fantasy",8.3,11820,2016
tt2126154,"This Is England '88","Comedy, Crime, Drama",8.3,11768,2011
tt8893550,"Car Masters: Rust to Riches",Reality-TV,8.3,11737,2018
tt2006421,"Gran Hotel","Crime, Drama, History",8.3,11416,2011
tt0974077,Cranford,Drama,8.3,10874,2007
tt0442632,"Bleak House","Crime, Drama",8.3,10842,2005
tt0362192,"State of Play","Crime, Drama, Mystery",8.3,10709,2003
tt6256484,"While You Were Sleeping","Comedy, Drama, Fantasy",8.3,10596,2017
tt20449048,"Feels Like Home",Comedy,8.3,10569,2022
tt1634549,Millennium,"Action, Crime, Mystery",8.3,10510,2010
tt0065314,"The Mary Tyler Moore Show",Comedy,8.3,10442,1970
tt21030032,"Oshi No Ko","Animation, Drama, Fantasy",8.3,10287,2023
tt12063450,"To Your Eternity","Adventure, Animation, Drama",8.3,10269,2021
tt0101049,"A Bit of Fry and Laurie",Comedy,8.3,10010,1987
tt6468322,"Money Heist","Action, Crime, Drama",8.2,549074,2017
tt9140554,Loki,"Action, Adventure, Fantasy",8.2,426052,2021
tt7767422,"Sex Education","Comedy, Drama, Romance",8.2,364426,2019
tt1196946,"The Mentalist","Crime, Drama, Mystery",8.2,206029,2008
tt4955642,"The Good Place","Comedy, Drama, Fantasy",8.2,197148,2016
tt2431438,Sense8,"Drama, Mystery, Sci-Fi",8.2,165292,2015
tt0238784,"Gilmore Girls","Comedy, Drama",8.2,154069,2000
tt0934814,Chuck,"Action, Comedy, Drama",8.2,148862,2007
tt1358522,"White Collar","Comedy, Crime, Drama",8.2,145510,2009
tt0212671,"Malcolm in the Middle","Comedy, Family",8.2,145497,2000
tt7049682,Watchmen,"Crime, Drama, Mystery",8.2,137534,2019
tt7203552,"The Morning Show",Drama,8.2,134319,2019
tt2628232,"Penny Dreadful","Drama, Fantasy, Horror",8.2,133347,2014
tt2375692,"Black Sails","Action, Adventure, Drama",8.2,118142,2014
tt0206512,"SpongeBob SquarePants","Animation, Comedy, Family",8.2,115034,1999
tt1548850,Misfits,"Comedy, Drama, Fantasy",8.2,108943,2009
tt6315640,Atypical,"Comedy, Drama",8.2,106258,2017
tt0106004,Frasier,Comedy,8.2,97504,1993
tt1561755,"Bob's Burgers","Animation, Comedy",8.2,94946,2011
tt0840196,Skins,Drama,8.2,94891,2007
tt5875444,"Slow Horses","Drama, Thriller",8.2,88985,2022
tt5626028,"My Hero Academia","Action, Adventure, Animation",8.2,85225,2016
tt5516154,Godless,"Action, Drama, Western",8.2,81590,2017
tt4635276,"Master of None","Comedy, Drama",8.2,76898,2015
tt0434665,Bleach,"Action, Adventure, Animation",8.2,74276,2004
tt0866442,"Eastbound & Down","Comedy, Drama, Sport",8.2,65345,2009
tt3487382,Forever,"Crime, Drama, Fantasy",8.2,63368,2014
tt4047038,"Dirk Gently's Holistic Detective Agency","Action, Adventure, Comedy",8.2,58628,2016
tt3609352,"Grace and Frankie",Comedy,8.2,58262,2015
tt11712058,"Mayor of Kingstown","Crime, Drama, Thriller",8.2,55736,2021
tt1480684,"The League","Comedy, Sport",8.2,52660,2009
tt8788458,"The Promised Neverland","Action, Adventure, Animation",8.2,49588,2019
tt6317068,"Final Space","Action, Adventure, Animation",8.2,49119,2018
tt0088526,"The Golden Girls","Comedy, Drama",8.2,48722,1985
tt22074164,"Jury Duty",Comedy,8.2,48430,2023
tt11815682,Hacks,"Comedy, Drama",8.2,45992,2021
tt14664414,"Young Royals","Drama, Romance",8.2,45864,2021
tt5574490,"Animal Kingdom","Crime, Drama",8.2,44880,2016
tt7255502,"The Kominsky Method","Comedy, Drama",8.2,44840,2018
tt13911628,"Lessons in Chemistry",Drama,8.2,43028,2023
tt3061046,"Steven Universe","Action, Adventure, Animation",8.2,41244,2013
tt14218830,"Abbott Elementary",Comedy,8.2,38114,2021
tt7441658,"Black Clover","Action, Adventure, Animation",8.2,37955,2017
tt20723374,"Star Wars: Tales of the Jedi","Action, Adventure, Animation",8.2,37709,2022
tt1073507,"Party Down","Comedy, Drama",8.2,37671,2009
tt0096684,"Quantum Leap","Action, Adventure, Drama",8.2,37159,1989
tt5137338,Victoria,"Biography, Drama, History",8.2,31631,2016
tt3877200,"The Missing","Crime, Drama, Mystery",8.2,30879,2014
tt13138834,Time,"Crime, Drama",8.2,28469,2021
tt0495212,"Hellsing Ultimate","Action, Animation, Fantasy",8.2,27800,2006
tt1235547,"Better Off Ted","Comedy, Sci-Fi",8.2,27604,2009
tt11639414,"The Midnight Gospel","Adventure, Animation, Comedy",8.2,26611,2020
tt8531222,Dave,"Comedy, Music",8.2,26350,2020
tt5912064,"Kim's Convenience",Comedy,8.2,25256,2016
tt1637574,Conan,"Comedy, Music, Talk-Show",8.2,25146,2010
tt0251439,Trigun,"Action, Adventure, Animation",8.2,24759,1998
tt8101850,Undone,"Animation, Drama, Fantasy",8.2,24295,2019
tt4374208,Catastrophe,Comedy,8.2,24205,2015
tt4592410,"The Get Down","Drama, Music, Musical",8.2,23914,2016
tt0379632,Hustle,"Crime, Drama, Mystery",8.2,23741,2004
tt4925000,"Descendants of the Sun","Action, Comedy, Drama",8.2,23519,2016
tt0908454,"Gavin & Stacey","Comedy, Drama, Romance",8.2,23394,2007
tt1844923,"Friday Night Dinner",Comedy,8.2,23088,2011
tt11398870,Caliphate,"Crime, Drama, Thriller",8.2,22862,2020
tt9458304,Dororo,"Action, Adventure, Animation",8.2,22192,2019
tt2581458,Looking,"Comedy, Drama, Romance",8.2,22048,2014
tt0105929,"Absolutely Fabulous",Comedy,8.2,21918,1992
tt1693592,Vera,"Crime, Drama, Mystery",8.2,21092,2011
tt11239552,"Itaewon Class","Drama, Romance",8.2,20941,2020
tt0108906,"The Kingdom","Comedy, Drama, Fantasy",8.2,20646,1994
tt0207275,"The 10th Kingdom","Adventure, Comedy, Family",8.2,20639,2000
tt12197698,"Leverage: Redemption","Crime, Mystery, Thriller",8.2,20590,2021
tt5673782,Genius,"Biography, Drama, History",8.2,20364,2017
tt8392006,Apharan,"Action, Crime, Thriller",8.2,20167,2018
tt0106052,"Late Night with Conan O'Brien","Comedy, Music, Talk-Show",8.2,19176,1993
tt6263222,"Strong Girl Bong-soon","Comedy, Crime, Drama",8.2,18921,2017
tt1660055,"Scooby-Doo! Mystery Incorporated","Adventure, Animation, Comedy",8.2,18878,2010
tt4687882,Patriot,"Comedy, Drama, Thriller",8.2,18803,2015
tt1091909,"Murdoch Mysteries","Crime, Drama, Mystery",8.2,18153,2008
tt1988386,"Miss Fisher's Murder Mysteries","Crime, Drama, History",8.2,18109,2012
tt1533435,Miranda,Comedy,8.2,17508,2009
tt0983983,"Shaun the Sheep","Animation, Comedy, Family",8.2,17503,2007
tt0387736,"Farscape: The Peacekeeper Wars","Action, Adventure, Drama",8.2,17034,2004
tt3469052,"My Love from Another Star","Comedy, Drama, Fantasy",8.2,16980,2013
tt0083505,"The Young Ones",Comedy,8.2,16785,1982
tt0103352,"Are You Afraid of the Dark?","Drama, Fantasy, Horror",8.2,16575,1990
tt7211618,"Gentleman Jack","Biography, Drama, History",8.2,16356,2019
tt0874608,"Inspector Lewis","Crime, Drama, Mystery",8.2,16278,2006
tt15222080,"Blue Lock","Animation, Sport, Thriller",8.2,15874,2022
tt14466018,"Blue Lights","Crime, Drama, Thriller",8.2,15298,2023
tt1118804,Clannad,"Animation, Comedy, Drama",8.2,15278,2007
tt2051178,Fate/Zero,"Action, Adventure, Animation",8.2,15229,2011
tt5014882,"The Durrells","Biography, Comedy, Drama",8.2,14981,2016
tt27668559,"Queen of Tears","Drama, Family, Romance",8.2,14927,2024
tt0092379,"Inspector Morse","Crime, Drama, Mystery",8.2,14790,1987
tt6494622,"Made in Heaven","Drama, Romance",8.2,14627,2019
tt9612102,Exit,"Crime, Drama, Thriller",8.2,14492,2019
tt0058805,"Get Smart","Action, Adventure, Comedy",8.2,14150,1965
tt1708446,"Taarak Mehta Ka Ooltah Chashmah","Comedy, Family",8.2,13570,2008
tt0098830,"In Living Color","Comedy, Music",8.2,13180,1990
tt15384586,"Fellow Travelers","Drama, Romance",8.2,12997,2023
tt1334722,Baccano!,"Action, Adventure, Animation",8.2,12899,2007
tt10691770,"Helluva Boss","Action, Animation, Comedy",8.2,12415,2019
tt2348803,"Kuroko's Basketball","Animation, Comedy, Sport",8.2,12254,2012
tt0816397,"Ouran High School Host Club","Animation, Comedy, Romance",8.2,12089,2006
tt0346369,"Penn & Teller: Bullshit!","Comedy, Documentary",8.2,11953,2003
tt1773185,"Puella Magi Madoka Magica","Action, Adventure, Animation",8.2,11843,2011
tt0071042,"The Rockford Files","Crime, Drama, Mystery",8.2,11338,1974
tt0197159,"Home Movies","Animation, Comedy, Drama",8.2,11266,1999
tt15026724,"Our Beloved Summer","Drama, Romance",8.2,11089,2021
tt2432604,"Toast of London",Comedy,8.2,10981,2012
tt0081873,"Hill Street Blues","Crime, Drama, Mystery",8.2,10896,1981
tt6112556,"Yuri!!! On Ice","Animation, Comedy, Drama",8.2,10797,2016
tt1178522,"Little Dorrit","Drama, Mystery, Romance",8.2,10710,2008
tt1138475,"The Guild","Comedy, Short",8.2,10553,2007
tt1520211,"The Walking Dead","Drama, Horror, Thriller",8.1,1109973,2010
tt0898266,"The Big Bang Theory","Comedy, Romance",8.1,887279,2007
tt13443470,Wednesday,"Comedy, Crime, Fantasy",8.1,386483,2022
tt0182576,"Family Guy","Animation, Comedy",8.1,369986,1999
tt0452046,"Criminal Minds","Crime, Drama, Mystery",8.1,225333,2005
tt0165598,"That '70s Show","Comedy, Drama, Romance",8.1,192095,1998
tt1219024,Castle,"Comedy, Crime, Drama",8.1,177330,2009
tt3205802,"How to Get Away with Murder","Crime, Drama, Mystery",8.1,170268,2014
tt11691774,"Only Murders in the Building","Comedy, Crime, Drama",8.1,170170,2021
tt7016936,"Killing Eve","Action, Adventure, Drama",8.1,141557,2018
tt14688458,Silo,"Drama, Mystery, Sci-Fi",8.1,138396,2023
tt0203259,"Law & Order: Special Victims Unit","Crime, Drama, Mystery",8.1,130484,1999
tt2294189,"The Fall","Crime, Drama, Thriller",8.1,122750,2013
tt2188671,"Bates Motel","Drama, Horror, Mystery",8.1,119322,2013
tt4301160,"Black Bird","Biography, Crime, Drama",8.1,114634,2022
tt0092400,"Married... with Children",Comedy,8.1,112884,1987
tt2879552,11.22.63,"Drama, Mystery, Romance",8.1,103933,2016
tt5114356,Legion,"Action, Drama, Sci-Fi",8.1,98920,2017
tt0312172,Monk,"Comedy, Crime, Drama",8.1,95031,2002
tt0758790,"The Tudors","Drama, History, Romance",8.1,82666,2007
tt7772588,"For All Mankind","Drama, Sci-Fi",8.1,74119,2019
tt0374455,"Stargate: Atlantis","Action, Adventure, Drama",8.1,72718,2004
tt0106145,"Star Trek: Deep Space Nine","Action, Adventure, Drama",8.1,72489,1993
tt8690918,"Resident Alien","Comedy, Drama, Mystery",8.1,67376,2021
tt9680440,"Paatal Lok","Crime, Drama, Thriller",8.1,66018,2020
tt5618256,Manhunt,"Biography, Crime, Drama",8.1,64773,2017
tt2930604,"Star Wars: Rebels","Action, Adventure, Animation",8.1,60866,2014
tt0852863,"Phineas and Ferb","Action, Adventure, Animation",8.1,59322,2007
tt1610527,Workaholics,Comedy,8.1,56943,2011
tt2235759,"The Great","Biography, Comedy, Drama",8.1,56625,2020
tt4687880,Goliath,Drama,8.1,55631,2016
tt22014226,"Taaza Khabar","Action, Comedy, Drama",8.1,54247,2023
tt3281796,Power,"Crime, Drama",8.1,53816,2014
tt16283804,"One Day","Comedy, Drama, Romance",8.1,52118,2024
tt11016042,Ripley,"Crime, Drama, Thriller",8.1,51616,2024
tt2887954,"Tokyo Vice","Crime, Drama, Thriller",8.1,49993,2022
tt8634332,"The Righteous Gemstones","Comedy, Drama",8.1,49076,2019
tt0105958,"Boy Meets World","Comedy, Drama, Family",8.1,47225,1993
tt2805096,"Chicago P.D.","Action, Crime, Drama",8.1,47030,2014
tt0348913,"Dead Like Me","Comedy, Drama, Fantasy",8.1,44421,2003
tt2452242,Happy!,"Action, Comedy, Crime",8.1,43737,2017
tt1615919,"Raising Hope","Comedy, Family",8.1,41349,2010
tt8749198,"Daisy Jones & The Six","Drama, Music, Romance",8.1,39774,2023
tt14524712,Beckham,"Biography, Documentary, Sport",8.1,37548,2023
tt2616280,Derek,"Comedy, Drama",8.1,36096,2012
tt7768848,"Wild Wild Country","Crime, Documentary",8.1,36042,2018
tt1492179,"Strike Back","Action, Drama, Thriller",8.1,33950,2010
tt6877772,"American Vandal","Comedy, Crime, Drama",8.1,33590,2017
tt0830361,"The Lost Room","Action, Fantasy, Mystery",8.1,33516,2006
tt4998350,"The Deuce","Crime, Drama, Mystery",8.1,32655,2017
tt21344706,"The Glory","Drama, Mystery, Thriller",8.1,32243,2022
tt0914387,Damages,"Crime, Drama, Mystery",8.1,31959,2007
tt0147746,"Batman Beyond","Action, Adventure, Animation",8.1,31185,1999
tt9679542,"Dr. Stone","Action, Adventure, Animation",8.1,30656,2019
tt11639952,"Young Rock","Biography, Comedy",8.1,30483,2021
tt12920838,"The Frog","Crime, Drama, Mystery",8.1,30262,2020
tt0318997,"Angels in America","Drama, Fantasy, Romance",8.1,30229,2003
tt8332438,ZeroZeroZero,"Crime, Drama, Thriller",8.1,30173,2019
tt12682218,"Scenes from a Marriage",Drama,8.1,30102,2021
tt3228420,"You're the Worst","Comedy, Drama, Romance",8.1,28685,2014
tt14819828,"Business Proposal","Comedy, Drama, Romance",8.1,27809,2022
tt0118298,Daria,"Animation, Comedy, Drama",8.1,27749,1997
tt3910804,"War & Peace","Drama, History, Romance",8.1,27325,2016
tt4524056,"Vis a vis","Drama, Thriller",8.1,26788,2015
tt11204260,"I May Destroy You",Drama,8.1,26707,2020
tt3502172,"Mozart in the Jungle","Comedy, Drama, Music",8.1,26172,2014
tt16867040,"Cunk on Earth",Comedy,8.1,25529,2022
tt0425118,"I Know This Much Is True",Drama,8.1,24327,2020
tt2543328,"TURN: Washington's Spies","Drama, History, War",8.1,23865,2014
tt0460690,"The Unit","Action, Drama, Thriller",8.1,23451,2006
tt0883772,"Man vs. Wild","Adventure, Reality-TV",8.1,23421,2006
tt2379308,Psycho-Pass,"Action, Animation, Crime",8.1,23224,2012
tt5024912,Insecure,"Comedy, Drama, Romance",8.1,23008,2016
tt2183641,"Ripper Street","Crime, Drama, Mystery",8.1,22885,2012
tt10405370,"Rogue Heroes","Action, Drama, Thriller",8.1,22652,2022
tt0421384,"The Valley of the Wolves","Action, Crime, Drama",8.1,22222,2003
tt5768632,"Love Doesn't Understand Words","Comedy, Romance",8.1,22121,2016
tt8080122,"Godfather of Harlem","Crime, Drama",8.1,22118,2019
tt6051216,Insider,"Action, Crime, Drama",8.1,21450,2016
tt0279077,FLCL,"Action, Animation, Comedy",8.1,20236,2000
tt9095260,"Criminal Justice","Crime, Drama, Mystery",8.1,20176,2019
tt7745956,"She-Ra and the Princesses of Power","Action, Adventure, Animation",8.1,19986,2018
tt7157248,"The New Pope",Drama,8.1,18924,2020
