employee,time,tenure,quit,role,avg_hourly_wage,dma,restaurant,restaurant_cat
49,2016-12,25,False,Host/Hostess (Tipped),16.14866904,AUSTIN,15,Upscale Casual
49,2016-2,15,False,Host/Hostess (Tipped),14.77084973,AUSTIN,15,Upscale Casual
49,2016-3,16,False,Host/Hostess (Tipped),15.89156052,AUSTIN,15,Upscale Casual
49,2016-4,17,False,Host/Hostess (Tipped),14.43728677,AUSTIN,15,Upscale Casual
49,2016-5,18,False,Host/Hostess (Tipped),16.80553525,AUSTIN,15,Upscale Casual
49,2016-6,19,False,Host/Hostess (Tipped),14.56387955,AUSTIN,15,Upscale Casual
49,2016-7,20,False,Host/Hostess (Tipped),14.52477139,AUSTIN,15,Upscale Casual
49,2016-8,21,False,Host/Hostess (Tipped),13.6047962,AUSTIN,15,Upscale Casual
49,2016-9,22,False,Host/Hostess (Tipped),14.46328192,AUSTIN,15,Upscale Casual
49,2017-1,26,True,Host/Hostess (Tipped),14.65813795,AUSTIN,15,Upscale Casual
50,2016-1,1,False,Cashier,14.52133905,AUSTIN,3,Fast Casual
50,2016-2,2,False,Cashier,14.92075814,AUSTIN,3,Fast Casual
50,2016-3,3,False,Cashier,14.86154682,AUSTIN,3,Fast Casual
50,2016-4,4,False,Cashier,14.46570807,AUSTIN,3,Fast Casual
50,2016-5,5,False,Cashier,15.4114244,AUSTIN,3,Fast Casual
50,2016-6,6,False,Cashier,15.66424349,AUSTIN,3,Fast Casual
50,2016-7,7,True,Cashier,14.97978816,AUSTIN,3,Fast Casual
51,2015-10,3,False,Wait-Staff (Tipped),13.65379305,AUSTIN,11,Upscale Casual
51,2015-11,4,False,Wait-Staff (Tipped),14.42301397,AUSTIN,11,Upscale Casual
51,2015-12,5,False,Wait-Staff (Tipped),14.79028739,AUSTIN,11,Upscale Casual
51,2015-8,1,False,Wait-Staff (Tipped),16.8255241,AUSTIN,11,Upscale Casual
51,2015-9,2,False,Wait-Staff (Tipped),13.88545636,AUSTIN,11,Upscale Casual
51,2016-1,6,False,Wait-Staff (Tipped),14.80783463,AUSTIN,11,Upscale Casual
51,2016-2,7,False,Wait-Staff (Tipped),15.35182371,AUSTIN,11,Upscale Casual
51,2016-3,8,False,Wait-Staff (Tipped),15.87637929,AUSTIN,11,Upscale Casual
51,2016-4,9,False,Wait-Staff (Tipped),13.05563375,AUSTIN,11,Upscale Casual
51,2016-5,10,False,Wait-Staff (Tipped),14.60724733,AUSTIN,11,Upscale Casual
51,2016-6,11,False,Wait-Staff (Tipped),15.85800548,AUSTIN,11,Upscale Casual
51,2016-7,12,True,Wait-Staff (Tipped),14.66600568,AUSTIN,11,Upscale Casual
52,2017-10,8,False,Bartender (Tipped),14.66905675,DALLAS,2,Upscale Casual
52,2017-11,9,False,Bartender (Tipped),14.60003905,DALLAS,2,Upscale Casual
52,2017-12,10,False,Bartender (Tipped),13.54606942,DALLAS,2,Upscale Casual
52,2017-3,1,False,Bartender (Tipped),14.77070699,DALLAS,2,Upscale Casual
52,2017-4,2,False,Bartender (Tipped),15.16388997,DALLAS,2,Upscale Casual
52,2017-5,3,False,Bartender (Tipped),14.43470274,DALLAS,2,Upscale Casual
52,2017-6,4,False,Bartender (Tipped),14.90595605,DALLAS,2,Upscale Casual
52,2017-7,5,False,Bartender (Tipped),15.68112065,DALLAS,2,Upscale Casual
52,2017-8,6,False,Bartender (Tipped),14.18954856,DALLAS,2,Upscale Casual
52,2017-9,7,False,Bartender (Tipped),13.47678179,DALLAS,2,Upscale Casual
52,2018-1,11,False,Bartender (Tipped),14.65358942,DALLAS,2,Upscale Casual
52,2018-10,20,False,Bartender (Tipped),15.78753227,DALLAS,2,Upscale Casual
52,2018-11,21,False,Bartender (Tipped),16.90391474,DALLAS,2,Upscale Casual
52,2018-12,22,False,Bartender (Tipped),12.72150676,DALLAS,2,Upscale Casual
52,2018-2,12,False,Bartender (Tipped),15.80031761,DALLAS,2,Upscale Casual
52,2018-3,13,False,Bartender (Tipped),14.46719176,DALLAS,2,Upscale Casual
52,2018-4,14,False,Bartender (Tipped),16.1418259,DALLAS,2,Upscale Casual
52,2018-5,15,False,Bartender (Tipped),13.76498549,DALLAS,2,Upscale Casual
52,2018-6,16,False,Bartender (Tipped),14.12962525,DALLAS,2,Upscale Casual
52,2018-7,17,False,Bartender (Tipped),15.19660188,DALLAS,2,Upscale Casual
52,2018-8,18,False,Bartender (Tipped),15.74002938,DALLAS,2,Upscale Casual
52,2018-9,19,False,Bartender (Tipped),15.19264775,DALLAS,2,Upscale Casual
53,2018-1,1,False,Line Cook,16.18017248,DALLAS,8,Upscale Casual
53,2018-10,10,False,Line Cook,15.34920408,DALLAS,8,Upscale Casual
53,2018-11,11,False,Line Cook,14.90126965,DALLAS,8,Upscale Casual
53,2018-12,12,False,Line Cook,12.60045749,DALLAS,8,Upscale Casual
53,2018-2,2,False,Line Cook,15.25735881,DALLAS,8,Upscale Casual
53,2018-3,3,False,Line Cook,14.3524804,DALLAS,8,Upscale Casual
53,2018-4,4,False,Line Cook,14.43219916,DALLAS,8,Upscale Casual
53,2018-5,5,False,Line Cook,17.07592826,DALLAS,8,Upscale Casual
53,2018-6,6,False,Line Cook,15.43690693,DALLAS,8,Upscale Casual
53,2018-7,7,False,Line Cook,13.39438778,DALLAS,8,Upscale Casual
53,2018-8,8,False,Line Cook,13.52385348,DALLAS,8,Upscale Casual
53,2018-9,9,False,Line Cook,16.78567962,DALLAS,8,Upscale Casual
53,2019-1,13,False,Line Cook,13.51658825,DALLAS,8,Upscale Casual
53,2019-2,14,False,Line Cook,15.34227109,DALLAS,8,Upscale Casual
53,2019-3,15,False,Line Cook,15.24749154,DALLAS,8,Upscale Casual
53,2019-4,16,False,Line Cook,16.14403202,DALLAS,8,Upscale Casual
53,2019-5,17,False,Line Cook,14.63808508,DALLAS,8,Upscale Casual
54,2014-12,1,False,Line Cook,15.20028061,AUSTIN,25,Upscale Casual
54,2015-1,2,False,Line Cook,16.98440904,AUSTIN,25,Upscale Casual
54,2015-10,11,False,Line Cook,14.96497227,AUSTIN,25,Upscale Casual
54,2015-11,12,False,Line Cook,15.67517017,AUSTIN,25,Upscale Casual
54,2015-12,13,False,Line Cook,16.34999003,AUSTIN,25,Upscale Casual
54,2015-2,3,False,Line Cook,14.94482957,AUSTIN,25,Upscale Casual
54,2015-3,4,False,Line Cook,13.36975135,AUSTIN,25,Upscale Casual
54,2015-4,5,False,Line Cook,15.13389523,AUSTIN,25,Upscale Casual
54,2015-5,6,False,Line Cook,15.00192563,AUSTIN,25,Upscale Casual
54,2015-6,7,False,Line Cook,14.09492681,AUSTIN,25,Upscale Casual
54,2015-7,8,False,Line Cook,15.84180945,AUSTIN,25,Upscale Casual
54,2015-8,9,False,Line Cook,16.23450216,AUSTIN,25,Upscale Casual
54,2015-9,10,False,Line Cook,14.78167332,AUSTIN,25,Upscale Casual
54,2016-1,14,False,Line Cook,15.68100964,AUSTIN,25,Upscale Casual
54,2016-2,15,False,Line Cook,13.4826862,AUSTIN,25,Upscale Casual
54,2016-3,16,False,Line Cook,13.69684491,AUSTIN,25,Upscale Casual
54,2016-4,17,False,Line Cook,15.55007425,AUSTIN,25,Upscale Casual
54,2016-5,18,False,Line Cook,15.25132167,AUSTIN,25,Upscale Casual
54,2016-6,19,True,Line Cook,15.56862966,AUSTIN,25,Upscale Casual
55,2017-10,8,False,Prep Cook,14.11434577,DALLAS,2,Upscale Casual
55,2017-11,9,False,Prep Cook,16.15311083,DALLAS,2,Upscale Casual
55,2017-12,10,False,Prep Cook,15.77666661,DALLAS,2,Upscale Casual
55,2017-3,1,False,Prep Cook,15.51832292,DALLAS,2,Upscale Casual
55,2017-4,2,False,Prep Cook,14.918215,DALLAS,2,Upscale Casual
55,2017-5,3,False,Prep Cook,16.58594364,DALLAS,2,Upscale Casual
55,2017-6,4,False,Prep Cook,15.02216405,DALLAS,2,Upscale Casual
55,2017-7,5,False,Prep Cook,15.15150901,DALLAS,2,Upscale Casual
55,2017-8,6,False,Prep Cook,15.55517084,DALLAS,2,Upscale Casual
55,2017-9,7,False,Prep Cook,13.49195387,DALLAS,2,Upscale Casual
55,2018-1,11,False,Prep Cook,14.68877044,DALLAS,2,Upscale Casual
55,2018-10,20,False,Prep Cook,15.83055396,DALLAS,2,Upscale Casual
55,2018-11,21,False,Prep Cook,14.33450393,DALLAS,2,Upscale Casual
55,2018-12,22,False,Prep Cook,14.22857598,DALLAS,2,Upscale Casual
55,2018-2,12,False,Prep Cook,15.22999726,DALLAS,2,Upscale Casual
55,2018-3,13,False,Prep Cook,13.90538949,DALLAS,2,Upscale Casual
55,2018-4,14,False,Prep Cook,13.60723049,DALLAS,2,Upscale Casual
55,2018-5,15,False,Prep Cook,14.82594922,DALLAS,2,Upscale Casual
55,2018-6,16,False,Prep Cook,13.46423011,DALLAS,2,Upscale Casual
55,2018-7,17,False,Prep Cook,15.64870089,DALLAS,2,Upscale Casual
55,2018-8,18,False,Prep Cook,17.52097639,DALLAS,2,Upscale Casual
55,2018-9,19,False,Prep Cook,13.49434298,DALLAS,2,Upscale Casual
55,2019-1,23,False,Prep Cook,15.46019419,DALLAS,2,Upscale Casual
55,2019-2,24,False,Prep Cook,15.36029558,DALLAS,2,Upscale Casual
55,2019-3,25,False,Prep Cook,15.22582975,DALLAS,2,Upscale Casual
55,2019-4,26,False,Prep Cook,14.88330655,DALLAS,2,Upscale Casual
55,2019-5,27,False,Prep Cook,14.7037275,DALLAS,2,Upscale Casual
55,2015-1,1,False,Dishwasher,15.59319513,AUSTIN,25,Upscale Casual
55,2015-10,10,False,Prep Cook,16.67165139,AUSTIN,25,Upscale Casual
55,2015-11,11,False,Prep Cook,15.95947159,AUSTIN,25,Upscale Casual
55,2015-12,12,False,Prep Cook,14.85642915,AUSTIN,25,Upscale Casual
55,2015-2,2,False,Dishwasher,15.83069816,AUSTIN,25,Upscale Casual
55,2015-3,3,False,Dishwasher,15.77028718,AUSTIN,25,Upscale Casual
55,2015-4,4,False,Prep Cook,14.41937529,AUSTIN,25,Upscale Casual
55,2015-5,5,False,Prep Cook,16.07959359,AUSTIN,25,Upscale Casual
55,2015-6,6,False,Prep Cook,14.10965681,AUSTIN,25,Upscale Casual
55,2015-7,7,False,Prep Cook,15.81930731,AUSTIN,25,Upscale Casual
55,2015-8,8,False,Prep Cook,13.97598535,AUSTIN,25,Upscale Casual
55,2015-9,9,False,Prep Cook,14.84027184,AUSTIN,25,Upscale Casual
55,2016-1,13,False,Prep Cook,15.99879349,AUSTIN,25,Upscale Casual
55,2016-10,22,False,Prep Cook,16.09753869,AUSTIN,25,Upscale Casual
55,2016-11,23,False,Prep Cook,16.06715485,AUSTIN,25,Upscale Casual
55,2016-12,24,False,Prep Cook,14.95366351,AUSTIN,25,Upscale Casual
55,2016-2,14,False,Prep Cook,14.40101658,AUSTIN,25,Upscale Casual
55,2016-3,15,False,Prep Cook,13.24044672,AUSTIN,25,Upscale Casual
55,2016-4,16,False,Prep Cook,13.0551641,AUSTIN,25,Upscale Casual
55,2016-5,17,False,Prep Cook,14.48254263,AUSTIN,25,Upscale Casual
55,2016-6,18,False,Prep Cook,15.2452594,AUSTIN,25,Upscale Casual
55,2016-7,19,False,Prep Cook,15.1583948,AUSTIN,25,Upscale Casual
55,2016-8,20,False,Prep Cook,13.63241138,AUSTIN,25,Upscale Casual
55,2016-9,21,False,Prep Cook,15.08095612,AUSTIN,25,Upscale Casual
55,2017-1,25,False,Prep Cook,15.52894202,AUSTIN,25,Upscale Casual
55,2017-2,26,True,Prep Cook,15.21181743,AUSTIN,25,Upscale Casual
56,2016-10,1,False,Dishwasher,17.19140168,AUSTIN,9,Upscale Casual
56,2016-11,2,False,Dishwasher,16.19535326,AUSTIN,9,Upscale Casual
56,2016-12,3,False,Dishwasher,16.49444935,AUSTIN,9,Upscale Casual
56,2017-1,4,False,Dishwasher,15.94870686,AUSTIN,9,Upscale Casual
56,2017-10,13,False,Dishwasher,13.84340106,AUSTIN,9,Upscale Casual
56,2017-11,14,False,Dishwasher,16.06329101,AUSTIN,9,Upscale Casual
56,2017-12,15,False,Dishwasher,15.67267608,AUSTIN,9,Upscale Casual
56,2017-2,5,False,Dishwasher,13.42333104,AUSTIN,9,Upscale Casual
56,2017-3,6,False,Dishwasher,13.33144261,AUSTIN,9,Upscale Casual
56,2017-4,7,False,Dishwasher,16.4730585,AUSTIN,9,Upscale Casual
56,2017-5,8,False,Dishwasher,15.02328922,AUSTIN,9,Upscale Casual
56,2017-6,9,False,Dishwasher,15.02978876,AUSTIN,9,Upscale Casual
56,2017-7,10,False,Dishwasher,16.3930383,AUSTIN,9,Upscale Casual
56,2017-8,11,False,Dishwasher,14.99721966,AUSTIN,9,Upscale Casual
56,2017-9,12,False,Dishwasher,15.08349586,AUSTIN,9,Upscale Casual
56,2018-1,16,False,Dishwasher,13.79878372,AUSTIN,9,Upscale Casual
56,2018-10,25,False,Dishwasher,15.15430332,AUSTIN,9,Upscale Casual
56,2018-11,26,False,Dishwasher,15.15183517,AUSTIN,9,Upscale Casual
56,2018-12,27,False,Dishwasher,15.37836412,AUSTIN,9,Upscale Casual
56,2018-2,17,False,Dishwasher,15.39520788,AUSTIN,9,Upscale Casual
56,2018-3,18,False,Dishwasher,15.41235586,AUSTIN,9,Upscale Casual
56,2018-4,19,False,Dishwasher,14.02431429,AUSTIN,9,Upscale Casual
56,2018-5,20,False,Dishwasher,14.80246111,AUSTIN,9,Upscale Casual
56,2018-6,21,False,Dishwasher,15.90787184,AUSTIN,9,Upscale Casual
56,2018-7,22,False,Dishwasher,15.76739478,AUSTIN,9,Upscale Casual
56,2018-8,23,False,Dishwasher,15.34319602,AUSTIN,9,Upscale Casual
56,2018-9,24,False,Dishwasher,15.95246863,AUSTIN,9,Upscale Casual
56,2019-1,28,False,Dishwasher,16.34628723,AUSTIN,9,Upscale Casual
56,2019-2,29,False,Dishwasher,14.98849577,AUSTIN,9,Upscale Casual
56,2019-3,30,False,Dishwasher,15.82976437,AUSTIN,9,Upscale Casual
56,2019-4,31,False,Dishwasher,16.11666619,AUSTIN,9,Upscale Casual
56,2019-5,32,False,Dishwasher,15.54062013,AUSTIN,9,Upscale Casual
57,2017-10,8,False,Wait-Staff (Tipped),13.06853941,DALLAS,2,Upscale Casual
57,2017-11,9,False,Wait-Staff (Tipped),14.51880951,DALLAS,2,Upscale Casual
57,2017-12,10,False,Wait-Staff (Tipped),15.72894611,DALLAS,2,Upscale Casual
57,2017-3,1,False,Wait-Staff (Tipped),14.36245512,DALLAS,2,Upscale Casual
57,2017-4,2,False,Wait-Staff (Tipped),15.95958114,DALLAS,2,Upscale Casual
57,2017-8,6,False,Wait-Staff (Tipped),14.65663611,DALLAS,2,Upscale Casual
57,2017-9,7,False,Wait-Staff (Tipped),15.61718533,DALLAS,2,Upscale Casual
57,2018-1,11,False,Wait-Staff (Tipped),15.74381561,DALLAS,2,Upscale Casual
57,2018-10,20,False,Wait-Staff (Tipped),14.70562385,DALLAS,2,Upscale Casual
57,2018-11,21,False,Wait-Staff (Tipped),14.81724304,DALLAS,2,Upscale Casual
57,2018-12,22,False,Wait-Staff (Tipped),13.76171083,DALLAS,2,Upscale Casual
57,2018-2,12,False,Wait-Staff (Tipped),15.48159837,DALLAS,2,Upscale Casual
57,2018-3,13,False,Wait-Staff (Tipped),14.45375244,DALLAS,2,Upscale Casual
57,2018-4,14,False,Wait-Staff (Tipped),15.94225346,DALLAS,2,Upscale Casual
57,2018-5,15,False,Wait-Staff (Tipped),15.03531476,DALLAS,2,Upscale Casual
57,2018-6,16,False,Wait-Staff (Tipped),14.50938175,DALLAS,2,Upscale Casual
57,2018-7,17,False,Wait-Staff (Tipped),13.79648752,DALLAS,2,Upscale Casual
57,2018-8,18,False,Wait-Staff (Tipped),17.29948704,DALLAS,2,Upscale Casual
57,2018-9,19,False,Wait-Staff (Tipped),14.14659102,DALLAS,2,Upscale Casual
57,2015-10,6,False,Wait-Staff (Tipped),14.2698304,AUSTIN,25,Upscale Casual
57,2015-11,7,False,Wait-Staff (Tipped),15.79641013,AUSTIN,25,Upscale Casual
57,2015-12,8,False,Wait-Staff (Tipped),15.50641387,AUSTIN,25,Upscale Casual
57,2015-5,1,False,Wait-Staff (Tipped),13.72446627,AUSTIN,25,Upscale Casual
57,2015-6,2,False,Wait-Staff (Tipped),15.31583752,AUSTIN,25,Upscale Casual
57,2015-7,3,False,Wait-Staff (Tipped),15.43435165,AUSTIN,25,Upscale Casual
57,2015-8,4,False,Wait-Staff (Tipped),14.40392442,AUSTIN,25,Upscale Casual
57,2015-9,5,False,Wait-Staff (Tipped),15.79409448,AUSTIN,25,Upscale Casual
57,2016-1,9,False,Wait-Staff (Tipped),14.23154622,AUSTIN,25,Upscale Casual
57,2016-10,18,False,Wait-Staff (Tipped),14.98573119,AUSTIN,25,Upscale Casual
57,2016-11,19,False,Wait-Staff (Tipped),16.17137666,AUSTIN,25,Upscale Casual
57,2016-12,20,False,Wait-Staff (Tipped),14.21135595,AUSTIN,25,Upscale Casual
57,2016-2,10,False,Wait-Staff (Tipped),14.73447755,AUSTIN,25,Upscale Casual
57,2016-3,11,False,Wait-Staff (Tipped),12.8856485,AUSTIN,25,Upscale Casual
57,2016-4,12,False,Wait-Staff (Tipped),15.17034589,AUSTIN,25,Upscale Casual
57,2016-5,13,False,Wait-Staff (Tipped),15.21969988,AUSTIN,25,Upscale Casual
57,2016-6,14,False,Wait-Staff (Tipped),13.37736995,AUSTIN,25,Upscale Casual
57,2016-7,15,False,Wait-Staff (Tipped),16.32343321,AUSTIN,25,Upscale Casual
57,2016-8,16,False,Wait-Staff (Tipped),15.13413781,AUSTIN,25,Upscale Casual
57,2016-9,17,False,Wait-Staff (Tipped),14.0546594,AUSTIN,25,Upscale Casual
57,2017-1,21,False,Wait-Staff (Tipped),14.55488486,AUSTIN,25,Upscale Casual
57,2017-2,22,True,Wait-Staff (Tipped),12.04059712,AUSTIN,25,Upscale Casual
58,2014-6,1,False,Cashier,14.51294098,DALLAS,18,Fast Casual
58,2015-3,10,False,Cashier,14.89918291,DALLAS,18,Fast Casual
58,2015-4,11,True,Cashier,13.02922502,DALLAS,18,Fast Casual
58,2014-6,1,False,Cashier,15.59667263,DALLAS,22,Fast Casual
58,2015-3,10,False,Cashier,15.53223973,DALLAS,22,Fast Casual
58,2015-4,11,True,Cashier,13.73455724,DALLAS,22,Fast Casual
59,2015-10,1,False,Prep Cook,15.28895015,AUSTIN,15,Upscale Casual
59,2015-11,2,False,Prep Cook,16.1982453,AUSTIN,15,Upscale Casual
59,2015-12,3,False,Prep Cook,14.22204132,AUSTIN,15,Upscale Casual
59,2016-1,4,False,Prep Cook,14.78425732,AUSTIN,15,Upscale Casual
59,2016-10,13,False,Prep Cook,14.93020229,AUSTIN,15,Upscale Casual
59,2016-11,14,False,Prep Cook,15.00593307,AUSTIN,15,Upscale Casual
59,2016-12,15,False,Prep Cook,16.09301273,AUSTIN,15,Upscale Casual
59,2016-2,5,False,Prep Cook,15.95677945,AUSTIN,15,Upscale Casual
59,2016-3,6,False,Prep Cook,15.36511843,AUSTIN,15,Upscale Casual
59,2016-4,7,False,Prep Cook,16.20675288,AUSTIN,15,Upscale Casual
59,2016-5,8,False,Prep Cook,14.19793859,AUSTIN,15,Upscale Casual
59,2016-6,9,False,Prep Cook,15.99620397,AUSTIN,15,Upscale Casual
59,2016-7,10,False,Prep Cook,17.20666355,AUSTIN,15,Upscale Casual
59,2016-8,11,False,Prep Cook,15.72964196,AUSTIN,15,Upscale Casual
59,2016-9,12,False,Prep Cook,14.32675327,AUSTIN,15,Upscale Casual
59,2017-1,16,False,Prep Cook,16.52957127,AUSTIN,15,Upscale Casual
59,2017-2,17,False,Prep Cook,16.96167946,AUSTIN,15,Upscale Casual
59,2017-3,18,False,Prep Cook,13.77788041,AUSTIN,15,Upscale Casual
59,2017-4,19,False,Prep Cook,15.89897418,AUSTIN,15,Upscale Casual
59,2017-5,20,False,Prep Cook,14.31334445,AUSTIN,15,Upscale Casual
59,2017-6,21,False,Prep Cook,14.27642543,AUSTIN,15,Upscale Casual
59,2017-7,22,False,Prep Cook,14.768998,AUSTIN,15,Upscale Casual
59,2017-8,23,False,Prep Cook,13.53595436,AUSTIN,15,Upscale Casual
59,2017-9,24,True,Prep Cook,14.58999232,AUSTIN,15,Upscale Casual
60,2016-10,2,False,Wait-Staff (Tipped),13.2365454,AUSTIN,11,Upscale Casual
60,2016-11,3,False,Wait-Staff (Tipped),14.85949749,AUSTIN,11,Upscale Casual
60,2016-12,4,False,Wait-Staff (Tipped),14.12339459,AUSTIN,11,Upscale Casual
60,2016-9,1,False,Wait-Staff (Tipped),16.08606998,AUSTIN,11,Upscale Casual
60,2017-1,5,False,Wait-Staff (Tipped),13.45204887,AUSTIN,11,Upscale Casual
60,2017-2,6,True,Wait-Staff (Tipped),14.91706669,AUSTIN,11,Upscale Casual
60,2017-3,1,False,Wait-Staff (Tipped),15.11455995,DALLAS,22,Upscale Casual
60,2017-4,2,False,Wait-Staff (Tipped),13.5199144,DALLAS,22,Upscale Casual
60,2017-5,3,False,Wait-Staff (Tipped),13.46700009,DALLAS,22,Upscale Casual
60,2017-6,4,False,Wait-Staff (Tipped),13.31060162,DALLAS,22,Upscale Casual
60,2017-7,5,False,Wait-Staff (Tipped),14.19879894,DALLAS,22,Upscale Casual
60,2017-8,6,True,Wait-Staff (Tipped),14.87778789,DALLAS,22,Upscale Casual
61,2016-10,1,False,Line Cook,15.323908,AUSTIN,9,Upscale Casual
61,2016-11,2,False,Line Cook,15.94354409,AUSTIN,9,Upscale Casual
61,2016-12,3,False,Line Cook,15.11185964,AUSTIN,9,Upscale Casual
61,2017-1,4,False,Line Cook,14.18606867,AUSTIN,9,Upscale Casual
61,2017-10,13,False,Line Cook,15.59664796,AUSTIN,9,Upscale Casual
61,2017-11,14,False,Line Cook,15.31701882,AUSTIN,9,Upscale Casual
61,2017-12,15,False,Line Cook,16.52448988,AUSTIN,9,Upscale Casual
61,2017-2,5,False,Line Cook,14.47687832,AUSTIN,9,Upscale Casual
61,2017-3,6,False,Line Cook,15.00314489,AUSTIN,9,Upscale Casual
61,2017-4,7,False,Line Cook,13.39786124,AUSTIN,9,Upscale Casual
61,2017-5,8,False,Line Cook,14.26124231,AUSTIN,9,Upscale Casual
61,2017-6,9,False,Line Cook,15.45071796,AUSTIN,9,Upscale Casual
61,2017-7,10,False,Line Cook,15.69970522,AUSTIN,9,Upscale Casual
61,2017-8,11,False,Line Cook,14.01549481,AUSTIN,9,Upscale Casual
61,2017-9,12,False,Line Cook,17.12850754,AUSTIN,9,Upscale Casual
61,2018-1,16,False,Line Cook,15.03160395,AUSTIN,9,Upscale Casual
61,2018-10,25,False,Line Cook,15.64990705,AUSTIN,9,Upscale Casual
61,2018-11,26,False,Line Cook,15.13856005,AUSTIN,9,Upscale Casual
61,2018-12,27,False,Line Cook,15.28714554,AUSTIN,9,Upscale Casual
61,2018-2,17,False,Line Cook,14.84494504,AUSTIN,9,Upscale Casual
61,2018-3,18,False,Line Cook,15.65138608,AUSTIN,9,Upscale Casual
61,2018-4,19,False,Line Cook,14.24843636,AUSTIN,9,Upscale Casual
61,2018-5,20,False,Line Cook,14.47211167,AUSTIN,9,Upscale Casual
61,2018-6,21,False,Line Cook,14.19001058,AUSTIN,9,Upscale Casual
61,2018-7,22,False,Line Cook,14.80964744,AUSTIN,9,Upscale Casual
61,2018-8,23,False,Line Cook,16.34097811,AUSTIN,9,Upscale Casual
61,2018-9,24,False,Line Cook,15.07848025,AUSTIN,9,Upscale Casual
61,2019-1,28,False,Line Cook,14.80075987,AUSTIN,9,Upscale Casual
61,2019-2,29,False,Line Cook,16.00232767,AUSTIN,9,Upscale Casual
61,2019-3,30,False,Line Cook,15.99446842,AUSTIN,9,Upscale Casual
61,2019-4,31,False,Line Cook,13.30556896,AUSTIN,9,Upscale Casual
61,2019-5,32,False,Prep Cook,16.34987162,AUSTIN,9,Upscale Casual
62,2014-10,5,False,Host/Hostess (NonTipped),15.38676344,AUSTIN,23,Upscale Casual
62,2014-11,6,False,Host/Hostess (NonTipped),15.78406845,AUSTIN,23,Upscale Casual
62,2014-12,7,False,Host/Hostess (NonTipped),15.26177302,AUSTIN,23,Upscale Casual
62,2014-6,1,False,Host/Hostess (NonTipped),15.62721063,AUSTIN,23,Upscale Casual
62,2014-7,2,False,Host/Hostess (NonTipped),14.10086319,AUSTIN,23,Upscale Casual
62,2014-8,3,False,Host/Hostess (NonTipped),13.8177977,AUSTIN,23,Upscale Casual
62,2014-9,4,False,Host/Hostess (NonTipped),14.83380557,AUSTIN,23,Upscale Casual
62,2015-1,8,False,Host/Hostess (NonTipped),13.52349041,AUSTIN,23,Upscale Casual
62,2015-2,9,False,Host/Hostess (NonTipped),17.19648678,AUSTIN,23,Upscale Casual
62,2015-3,10,False,Host/Hostess (NonTipped),15.65918729,AUSTIN,23,Upscale Casual
62,2015-4,11,False,Host/Hostess (NonTipped),14.6926611,AUSTIN,23,Upscale Casual
62,2015-5,12,False,Host/Hostess (NonTipped),14.11830873,AUSTIN,23,Upscale Casual
62,2015-6,13,False,Host/Hostess (NonTipped),15.08065356,AUSTIN,23,Upscale Casual
62,2015-7,14,False,Host/Hostess (NonTipped),16.96524393,AUSTIN,23,Upscale Casual
62,2015-8,15,True,Host/Hostess (NonTipped),14.22020172,AUSTIN,23,Upscale Casual
63,2018-10,6,False,Line Cook,16.67418067,DALLAS,14,Fast Casual
63,2018-11,7,False,Line Cook,16.72339477,DALLAS,14,Fast Casual
63,2018-12,8,False,Line Cook,14.34405102,DALLAS,14,Fast Casual
63,2018-5,1,False,Line Cook,15.6433508,DALLAS,14,Fast Casual
63,2018-6,2,False,Line Cook,14.19734844,DALLAS,14,Fast Casual
63,2018-7,3,False,Line Cook,16.08689095,DALLAS,14,Fast Casual
63,2018-8,4,False,Line Cook,16.27555344,DALLAS,14,Fast Casual
63,2018-9,5,False,Line Cook,14.41371305,DALLAS,14,Fast Casual
63,2019-1,9,False,Line Cook,16.79677417,DALLAS,14,Fast Casual
63,2019-2,10,False,Line Cook,14.49083714,DALLAS,14,Fast Casual
63,2019-3,11,False,Line Cook,16.21685579,DALLAS,14,Fast Casual
63,2019-4,12,False,Line Cook,14.57897375,DALLAS,14,Fast Casual
63,2019-5,13,False,Line Cook,15.56911966,DALLAS,14,Fast Casual
64,2014-7,1,False,Prep Cook,15.66997827,AUSTIN,25,Casual Dining
64,2016-3,21,False,Prep Cook,15.56791435,AUSTIN,25,Casual Dining
64,2016-4,22,False,Prep Cook,15.87003776,AUSTIN,25,Casual Dining
64,2017-1,31,False,Prep Cook,13.86527015,AUSTIN,25,Casual Dining
64,2017-11,41,False,Prep Cook,14.744424,AUSTIN,25,Casual Dining
64,2017-2,32,False,Prep Cook,15.23044882,AUSTIN,25,Casual Dining
64,2017-3,33,False,Prep Cook,13.89194353,AUSTIN,25,Casual Dining
64,2017-5,35,False,Prep Cook,14.64785273,AUSTIN,25,Casual Dining
64,2017-6,36,False,Prep Cook,16.26563253,AUSTIN,25,Casual Dining
64,2018-10,52,False,Prep Cook,16.0718888,AUSTIN,25,Casual Dining
64,2018-11,53,False,Prep Cook,16.15404492,AUSTIN,25,Casual Dining
64,2018-12,54,False,Prep Cook,14.44631328,AUSTIN,25,Casual Dining
64,2018-3,45,False,Prep Cook,17.34553284,AUSTIN,25,Casual Dining
64,2018-4,46,False,Prep Cook,14.17034398,AUSTIN,25,Casual Dining
64,2018-5,47,False,Prep Cook,13.64914767,AUSTIN,25,Casual Dining
64,2018-6,48,False,Prep Cook,15.67657835,AUSTIN,25,Casual Dining
