EO50 Approval Date,Business Name,Business Address,Business City,Business State,Business Phone,Postcode,Borough,Community Board,Latitude,Longitude,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
01/12/2022 12:00:00 AM,HVAC Construction,530 Seventh Avenue,New York,New York,914-409-5988,10018,MANHATTAN,105,40.753851,-73.988551,3,1014485,1007880049,113,MN0502
01/12/2022 12:00:00 AM,Parkview Plumbing & Heating Inc.,2210 Reeds Mill Lane,Bronx,New York,718-792-3500,10475,BRONX,212,40.882627,-73.83036,12,2123649,2052630132,46209,BX1202
01/12/2022 12:00:00 AM,Welsbach Electric Corporation,111-01 14th Avenue,College Point,New York,718-670-7873,11356,QUEENS,407,40.785647,-73.855852,19,4097652,4040320001,929,QN0701
01/14/2022 12:00:00 AM,"Allstate Interior Demolition, Inc.",242 Randolph Street,Brooklyn,New York,718-388-6302,11237,BROOKLYN,301,40.710152,-73.923643,34,3070593,3029890020,44902,BK0104
01/18/2022 12:00:00 AM,"Chestnut Avenue, LLC",1733 Sheepshead Bay Road,Brooklyn,New York,718-645-7770,11235,BROOKLYN,315,40.585491,-73.951591,48,3247039,3087720078,600,BK1503
01/18/2022 12:00:00 AM,YM Pro Corp.,150 Bay 17th Street,Brooklyn,New York,347-231-6856,11214,BROOKLYN,311,40.6047,-74.006547,38,3167699,3064010049,178,BK1102
01/19/2022 12:00:00 AM,"ARCO Design/Build Industrial New York, LLC",44 South Broadway,White Plains,New York,914-336-1997,10601,,,,,,,,,
01/19/2022 12:00:00 AM,Donato Plumbing Inc.,145 West 45th Street,New York,New York,212-300-4199,10036,MANHATTAN,105,40.757336,-73.984017,4,1022634,1009980012,119,MN0502
01/19/2022 12:00:00 AM,"RS JZ Bedford - N 6TH, LLC",550 W Adams Street,Chicago,Illinois,312-878-4845,60661,,,,,,,,,
01/20/2022 12:00:00 AM,437 Madison Avenue Tenant LLC c/o WeWork,575 Lexington Avenue,New York,New York,646-974-2817,10022,MANHATTAN,106,40.757216,-73.971827,4,1036461,1013060023,100,MN0604
01/20/2022 12:00:00 AM,CGS Rebar Inc.,53B White Birch Circle,Miller Place,New York,516-578-1967,11764,,,,,,,,,
01/20/2022 12:00:00 AM,Madison Avenue Leasehold LLC,767 Third Avenue,New York,New York,646-964-9907,10017,MANHATTAN,106,40.754276,-73.971879,4,1037996,1013210047,90,MN0604
01/24/2022 12:00:00 AM,Core Four Construction,200 Madison Avenue,New York,New York,212-779-3900,10016,MANHATTAN,105,40.748528,-73.982413,4,1017122,1008650014,82,MN0502
01/25/2022 12:00:00 AM,"S & E Bridge & Scaffold, Inc.",700 Commercial Avenue,Carlstadt,New Jersey,201-933-3418,07072,,,,,,,,,
01/27/2022 12:00:00 AM,Prime Structure Inc.,670 Myrtle Avenue,Brooklyn,New York,718-222-1099,11205,BROOKLYN,303,40.694447,-73.95722,33,3334944,3019137515,235,BK0301
01/28/2022 12:00:00 AM,"60 Wall Owner LP c/o 1633 Broadway, c/o Parmount Group, Inc.",1633 Broadway,New York,New York,212-237-3134,10019,MANHATTAN,105,40.761574,-73.983962,3,1024812,1010220043,131,MN0502
01/31/2022 12:00:00 AM,2033 National Black Theater Way LLC,2 Park Avenue,New York,New York,914-833-3000,10016,MANHATTAN,105,40.746077,-73.982092,4,1017019,1008620029,74,MN0501
01/31/2022 12:00:00 AM,East West General Construction Corp.,142-38 37 Avenue,Flushing,New York,718-888-1105,11354,QUEENS,407,40.762647,-73.826587,20,4595176,4050117504,865,QN0707
01/31/2022 12:00:00 AM,Eastone Parsons Holding LLC,36-26 Main Street,Flushing,New York,917-299-4388,11354,QUEENS,407,40.762396,-73.831637,20,4112245,4049710045,869,QN0707
02/01/2022 12:00:00 AM,AJ Contracting,297 Knollwood Road,White Plains,New York,914-667-8500,10607,,,,,,,,,
02/01/2022 12:00:00 AM,"Atlantic Reinforcing Concrete Company, Inc.",14 Burt Drive,Deer Park,New York,631-242-5020,11719,,,,,,,,,
02/02/2022 12:00:00 AM,"AQOSFI Inwood, LLC",1600 Market street,New York,New York,215-735-1313,19103,MANHATTAN,,,,,,,,
02/07/2022 12:00:00 AM,"Consigli Construction Co., Inc.",333 Seventh Street,New York,New York,646-679-3500,10001,MANHATTAN,,,,,,,,
02/07/2022 12:00:00 AM,Horizon Mechanical Inc.,891 Bloomfield Avenue,Clifton,New Jersey,201-704-0056,07012,,,,,,,,,
02/09/2022 12:00:00 AM,Court Square 23rd LLC,260 Franklin Street,Boston,Massachusetts,617-631-2600,02110,,,,,,,,,
02/09/2022 12:00:00 AM,"G. A. Fleet Associates, Inc.",6 International Drive,Rye Brook,New York,914-835-4000,10573,,,,,,,,,
02/11/2022 12:00:00 AM,Division Builders Inc.,42 Division Place,Brooklyn,New York,646-682-7276,11222,BROOKLYN,301,40.720613,-73.938938,34,3338289,3028500014,44901,BK0104
02/11/2022 12:00:00 AM,"Kam Kee Realty, Inc.",105 West 27 Street,New York,New York,646-682-7276,10001,MANHATTAN,105,40.745705,-73.991613,3,1015072,1008030031,95,MN0501
02/14/2022 12:00:00 AM,"Competition Architectural Metals, Inc.",20 Constance Court,Hauppauge,New York,631-756-5700,11788,,,,,,,,,
02/15/2022 12:00:00 AM,Deadwood Construction Inc.,614 Midland Avenue,Yonkers,New York,914-294-8052,10704,,,,,,,,,
02/17/2022 12:00:00 AM,Windecker Construction LLC,2 Elizabeth Lane,Mahwah,New Jersey,201-819-4427,07430,,,,,,,,,
02/18/2022 12:00:00 AM,L & M Construction/ Dry Wall Inc.,1079 Yonkers Avenue,Yonkers,New York,914-226-8556,10704,,,,,,,,,
02/22/2022 12:00:00 AM,17 GNR LLC,258 85th Street,Brooklyn,New York,646-208-1477,11209,BROOKLYN,310,40.624599,-74.031881,47,3153072,3060330032,62,BK1001
02/22/2022 12:00:00 AM,ACS Systems,101 New South Road,Hicksville,New York,516-681-1350,11801,,,,,,,,,
02/22/2022 12:00:00 AM,Agir Electrical Ltd.,53-01 11th Street,Long Island City,New York,718-846-6200,11101,QUEENS,402,40.740233,-73.952052,26,4000000,4000650056,104,QN0201
02/22/2022 12:00:00 AM,ClearSpan Fabric Structures International,603 Hebron Avenue,Glastonbury,Connecticut,860-528-1119,06033,,,,,,,,,
02/22/2022 12:00:00 AM,DS Specialties Inc.,2740 State Route 11,Mooers,New York,518-236-4338,12958,,,,,,,,,
02/22/2022 12:00:00 AM,"DWF VI 325 Hudson, LLC",540 Madison Avenue,New York,New York,617-914-8666,10022,MANHATTAN,105,40.761081,-73.973797,4,1035759,1012900056,102,MN0502
02/22/2022 12:00:00 AM,"MJM Associates Construction, LLC",511 Canal Street,New York,New York,646-974-5500,10013,MANHATTAN,102,40.724425,-74.008915,1,1010287,1005940008,37,MN0201
02/25/2022 12:00:00 AM,"Vanguard Construction and Development Co., Inc.",350 5th Avenue,New York,New York,212-594-7477,10118,MANHATTAN,105,40.748276,-73.98469,4,1015862,1008350041,76,MN0501
03/04/2022 12:00:00 AM,37 Ave Richouse LLC,35-22 Linden Place,Flushing,New York,917-435-6795,11354,QUEENS,407,40.764077,-73.830438,20,4112143,4049590027,869,QN0707
03/04/2022 12:00:00 AM,3T GC LLC,35-22 Linden Place,Queens,New York,646-318-8483,11354,QUEENS,407,40.764077,-73.830438,20,4112143,4049590027,869,QN0707
03/04/2022 12:00:00 AM,4720 Development LLC,57 West 38th Street,New York,New York,914-490-1111,10018,MANHATTAN,105,40.751712,-73.984491,4,1016020,1008407501,84,MN0502
03/07/2022 12:00:00 AM,88 Tower LLC,15 West 27th Street,New York,New York,646-854-7102,10001,MANHATTAN,105,40.744371,-73.988459,3,1015685,1008290032,58,MN0501
03/07/2022 12:00:00 AM,Arch Builders LLC,15 West 27th Street,New York,New York,646-854-5811,10001,MANHATTAN,105,40.744371,-73.988459,3,1015685,1008290032,58,MN0501
03/09/2022 12:00:00 AM,B & G Electrical Contractors of N.Y. Inc,7100 New Horizons Boulevard,North Amityville,New York,631-669-6000,11701,,,,,,,,,
03/09/2022 12:00:00 AM,Expedite General Contracting Inc.,6013 56th Street,Maspeth,New York,718-896-3800,11378,QUEENS,405,40.716074,-73.911094,30,4059556,4026490052,59502,QN0501
03/11/2022 12:00:00 AM,1240 Properties 26 LLC,2 Mountain Road,Monroe,New York,718-812-7310,10950,,,,,,,,,
03/11/2022 12:00:00 AM,AMS Safety LLC,114 Maine Avenue,Staten Island,New York,718-447-5624,10314,STATEN IS,501,40.620695,-74.127456,50,5010637,5003740046,151,SI0105
03/11/2022 12:00:00 AM,Capitol Fire Sprinkler Co. Inc.,51-51 59th Place,Woodside,New York,718-533-6800,11377,QUEENS,402,40.735233,-73.905447,26,4054271,4023610001,229,QN0271
03/11/2022 12:00:00 AM,New York Certified Interior Corp.,829 East 15 Street,Brooklyn,New York,718-208-1717,11230,BROOKLYN,314,40.629381,-73.962183,45,3179372,3066990076,532,BK1403
03/15/2022 12:00:00 AM,Brocho VH LLC,538 Johnson Avenue,Brooklyn,New York,718-628-6700,11237,BROOKLYN,301,40.708633,-73.926798,34,3070622,3029940011,453,BK0104
03/16/2022 12:00:00 AM,"AV Design & Integration, Inc.",115 Wall Street,Valhalla,New York,914-345-2977,10595,,,,,,,,,
03/22/2022 12:00:00 AM,A.M.A. Ventures Inc.,30 Warren Place,Mount Vernon,New York,914-530-5252,10550,,,,,,,,,
03/22/2022 12:00:00 AM,A2K Electric Corp.,1661 McDonald Avenue,Brooklyn,New York,857-204-6629,11230,BROOKLYN,312,40.612227,-73.973632,44,3173549,3065830073,440,BK1204
03/22/2022 12:00:00 AM,"Colonial Electric Supply Co., Inc.",201 W. Church Road,King of Prussia,Pennsylvania,484-679-2100,19406,,,,,,,,,
03/23/2022 12:00:00 AM,Preferred Sprinkler & Mechanical Corp.,3129 Bailey AVenue,Bronx,New York,718-601-4470,10463,BRONX,208,40.878703,-73.901865,14,2016154,2032670054,277,BX0801
03/23/2022 12:00:00 AM,Schimenti Construction,575 Lexington Avenue,New York,New York,914-244-9100,10022,MANHATTAN,106,40.757216,-73.971827,4,1036461,1013060023,100,MN0604
03/24/2022 12:00:00 AM,AM Glass Inc.,5 Bridge Street,Garnerville,New York,845-942-8848,10923,,,,,,,,,
03/28/2022 12:00:00 AM,Nets That Work Company,322 Eighth Avenue,New York,New York,212-888-7683,10001,MANHATTAN,105,40.747294,-73.997023,3,1014225,1007760001,95,MN0501
03/29/2022 12:00:00 AM,16 Spencer LLC,199 Lee Avenyue,Brooklyn,New York,718-408-8778,11211,BROOKLYN,,,,,,,,
03/31/2022 12:00:00 AM,Countrywide Stone & Marble Inc.,22 Varick Avenue,Brooklyn,New York,718-635-4022,11237,BROOKLYN,301,40.706797,-73.926911,34,3070625,3029940090,453,BK0104
04/01/2022 12:00:00 AM,Dependable Mechanical,46-20 11th Street,New York,New York,347-345-5404,11101,MANHATTAN,402,40.745963,-73.950467,26,4435521,4000487501,702,QN0201
04/01/2022 12:00:00 AM,"Force Installations, LLC",262 Aspen Drive,Milford,Pennsylvania,929-237-6633,18337,,,,,,,,,
04/04/2022 12:00:00 AM,Capital Interiors Construction Corp.,510 Hempstead Turnpike,New York,New York,516-538-9800,11552,MANHATTAN,,,,,,,,
04/05/2022 12:00:00 AM,Chateau GC LLC,1044 Northern Boulevard,Roslyn,New York,516-277-9316,11576,,,,,,,,,
04/05/2022 12:00:00 AM,Egg Electirc Inc.,35 West 45th Street,New York,New York,212-633-9551,10036,MANHATTAN,105,40.75595,-73.980747,4,1034244,1012610019,96,MN0502
04/05/2022 12:00:00 AM,Peninsula Rockaway Limited Partnership/EC A1 Limited Partnership,1044 Northern Boulevard,Roslyn,New York,516-277-9325,11576,,,,,,,,,
04/06/2022 12:00:00 AM,US Chiller Services NY,44 Bethpage Road,Hicksville,New York,516-468-2641,11801,,,,,,,,,
04/06/2022 12:00:00 AM,"W & W Glass, LLC",302 Airport Executive Park,Nanuet,New York,845-425-4000,10954,,,,,,,,,
04/07/2022 12:00:00 AM,Allied Risk Management,1225 Franklin Avenue,Garden City,New York,516-992-3432,11530,,,,,,,,,
04/11/2022 12:00:00 AM,Gunderlin Ltd. Inc.,3625 E 11th Avenue,Hialeah,Florida,305-696-6071,33013,,,,,,,,,
04/11/2022 12:00:00 AM,Lippolis Electric Inc.,25 Seventh Street,Pelham,New York,914-738-3550,10803,,,,,,,,,
04/13/2022 12:00:00 AM,Atlantic Exterior Wall Systems LLC,25 Mansard Court,Wayne,New York,973-646-8200,07470,,,,,,,,,
04/19/2022 12:00:00 AM,AME Inc.,1275 Bloomfield Avenue,Fairfield,New Jersey,973-332-1303,07004,,,,,,,,,
04/19/2022 12:00:00 AM,Command HVAC II LLC,28 Park Avenue,Staten Island,New York,718-727-2416,10302,STATEN IS,501,40.63951,-74.130799,49,5023705,5010030031,20702,SI0106
04/21/2022 12:00:00 AM,Sergi's Images Inc.,260 Van Brunt Street,Brooklyn,New York,718-935-0002,11231,BROOKLYN,306,40.680335,-74.009414,38,3008288,3005170004,59,BK0601
04/22/2022 12:00:00 AM,300 Huntington Street LLC,155 3rd Street,Brooklyn,New York,212 -220-4117,11231,BROOKLYN,306,40.676493,-73.990915,39,,,77,BK0601
04/22/2022 12:00:00 AM,ComNet Communications,1 Park Ridge Road,Bethel,Connecticut,203-794-8055,06801,,,,,,,,,
04/22/2022 12:00:00 AM,"Concrete Structures, Inc.",960 Johnson Avenue,Ronkonkoma,New York,631-588-7613,11779,,,,,,,,,
04/22/2022 12:00:00 AM,"Dutchess Rebar Fabricators, LLC",1486 Route 55,LaGrangeville,New York,845-226-1655,12540,,,,,,,,,
04/22/2022 12:00:00 AM,Kulka LLC,175F Commerce Drive,Hauppauge,New York,631-231-0900,11788,,,,,,,,,
04/22/2022 12:00:00 AM,Monadnock Construction Inc.,155 3rd Street,Brooklyn,New York,718-875-8160,11231,BROOKLYN,306,40.676493,-73.990915,39,,,77,BK0601
04/22/2022 12:00:00 AM,"North American Elevator, Inc.",609 West Elizabeth Avenue,Linden,New Jersey,646-879-4887,07036,,,,,,,,,
04/25/2022 12:00:00 AM,"Specialty Lighting Group, LLC",74 Pickering Street,Portland,Connecticut,860-767-0110,06480,,,,,,,,,
04/25/2022 12:00:00 AM,Trex Commercial,7008 Northland Drive,Minneapolis,Minnesota,763-292-5535,55428,,,,,,,,,
04/26/2022 12:00:00 AM,"JRM Construction Management, LLC",22 West 38th Street,New York,New York,212-545-0500,10018,MANHATTAN,105,40.751355,-73.983683,4,1015973,1008390060,84,MN0502
04/27/2022 12:00:00 AM,Alexander's of Rego Park III Inc.,888 Seventh Avenue,New York,New York,212-894-7911,10019,MANHATTAN,105,40.765015,-73.980416,6,1024895,1010280029,137,MN0502
04/27/2022 12:00:00 AM,Team Electric Inc.,20 West 36th Street,New York,New York,212-685-8585,10018,MANHATTAN,105,40.75009,-73.984513,4,1015903,1008370058,84,MN0502
04/28/2022 12:00:00 AM,1682 Partners LLC,99 W Hawthorne Avenue,Valley Stream,New York,212-430-2190,11580,,,,,,,,,
04/28/2022 12:00:00 AM,580 Broadway LLC,580 Broadway c/o Ryan Fuld,New York,New York,917-410-8500,10012,MANHATTAN,102,40.724658,-73.997413,1,1007943,1005110006,43,MN0201
04/28/2022 12:00:00 AM,"Chrysler East Building, LLC",45 Rockefeller Plaza c/o Tishman Speyer,Rockefeller,New York,212-588-8624,10020,MANHATTAN,105,40.759204,-73.978335,4,1083860,1012660001,104,MN0502
04/29/2022 12:00:00 AM,1414 Holdings LLC,591 West Putnam Avenue,Greenwich,Connecticut,203-485-5162,06830,,,,,,,,,
04/29/2022 12:00:00 AM,Delta Sheet Metal LLC,55 Broad Street,New York,New York,212-243-2555,10004,MANHATTAN,101,40.705189,-74.011505,1,1000821,1000250001,9,MN0101
04/29/2022 12:00:00 AM,"Eastern Millwork, Inc.",143 Chapel Avenue,Jersey City,New Jersey,201-763-8028,07305,,,,,,,,,
04/29/2022 12:00:00 AM,"Petretti & Associates, LLC",270 Madison Avenue,New York,New York,917-560-2276,10016,MANHATTAN,105,40.751124,-73.980525,4,1017588,1008690016,82,MN0502
05/03/2022 12:00:00 AM,U.S. Gypsum Company,550 W. Adams Street,Chicago,Illinois,312-436-5883,60661,,,,,,,,,
05/05/2022 12:00:00 AM,"Automated Building Management Systems, Inc.",54 Cherry Lane,Floral Park,New York,516-352-2626,11001,QUEENS,,,,,,,,
05/05/2022 12:00:00 AM,City Wide Electrical,338 Flushing Avenue,Brooklyn,New York,718-506-2287,11205,BROOKLYN,303,40.698239,-73.961549,33,3334521,3018810033,191,BK0204
05/05/2022 12:00:00 AM,Facade 41 LLC,67 35th Street,Brooklyn,New York,212- 461-1725,11232,BROOKLYN,307,40.656695,-74.006815,38,3336900,3006870001,1802,BK0702
05/05/2022 12:00:00 AM,FQE Electric LLC,75 Huntington Street,Brooklyn,New York,718-437-7007,11231,BROOKLYN,306,40.677067,-74.003393,38,3008356,3005260031,59,BK0601
05/05/2022 12:00:00 AM,JGN Construction Corporation,66-40 69th Street,Queens,New York,718-894-5300,11379,QUEENS,405,40.713613,-73.886864,30,4437587,4027900014,65702,QN0504
05/05/2022 12:00:00 AM,On Target Sheetmetal Corp.,17 Devoe Street,Brooklyn,New York,718-388-4650,11211,BROOKLYN,301,40.713197,-73.950614,34,3338157,3027610053,513,BK0102
05/05/2022 12:00:00 AM,"Rotavele Elevator Brooklyn Construction, Inc.",414 Seneca Avenue,Queens,New York,718-386-6630,11385,QUEENS,405,40.706593,-73.914104,34,4081861,4034290029,545,QN0502
05/06/2022 12:00:00 AM,"L&L Painting Co., Inc.",900 South Oyster Bay Road,Hicksville,New York,516-349-1900,11801,,,,,,,,,
05/09/2022 12:00:00 AM,320 Park Avenue LLC,320 Park Avenue,New York,New York,202-737-1000,10022,MANHATTAN,105,40.75745,-73.973798,4,1035464,1012860035,102,MN0502
05/09/2022 12:00:00 AM,Mercon Plmbing Corp.,1616 Mermaid Avenue,Brooklyn,New York,917-662-4351,11224,BROOKLYN,313,40.576705,-73.983992,47,3189585,3070620006,326,BK1302
05/09/2022 12:00:00 AM,OZ Steel,236B 6th Street,Brooklyn,New York,347-995-5763,11215,BROOKLYN,306,40.672768,-73.988486,39,3330541,3009920005,11901,BK0601
05/10/2022 12:00:00 AM,490 Lower Unit LP,667 Madison Avenue,New York,New York,212-292-0216,10065,MANHATTAN,108,40.764613,-73.97024,4,1072007,1013750049,11401,MN0802
05/10/2022 12:00:00 AM,BBM Construction Corp,1751 56th Street,Brooklyn,New York,718-484-0625,11204,BROOKLYN,312,40.624976,-73.98603,44,3130750,3054900056,470,BK1202
05/10/2022 12:00:00 AM,Chab Six Realty LLC,PO Box 190541,Brooklyn,New York,718-633-0602,11219,BROOKLYN,,,,,,,,
05/10/2022 12:00:00 AM,"North Shore Neon Sign Co., Inc.",295 Skidmore Road,Deer Park,New York,631-667-2500,11729,,,,,,,,,
05/10/2022 12:00:00 AM,Precise Construction Contracting Inc,287 East 236th Street,Bronx,New York,718-652-6783,10470,BRONX,212,40.898195,-73.868124,11,2094783,2033770059,44902,BX1203
05/11/2022 12:00:00 AM,Bauer Structures Inc,3 WO Bauer Lane,Orangeburg,New York,917-650-4940,10962,,,,,,,,,
05/11/2022 12:00:00 AM,Chatsworth Builders LLC,1865 Palmer Avenue,Larchmont,New York,914-833-3000,10538,,,,,,,,,
05/11/2022 12:00:00 AM,DASR Corp,116 Wood Lane,Hauppauge,New York,631-553-2485,11788,,,,,,,,,
05/11/2022 12:00:00 AM,Empire Prospect LLC,1300 Tonnelle Avenue,North Bergen,New Jersey,201-294-1511,07047,,,,,,,,,
05/11/2022 12:00:00 AM,Finaly General Contracting Corp.,130 West 29th Street,New York,New York,212-760-0335,10001,MANHATTAN,105,40.747088,-73.991107,3,1015128,1008040057,95,MN0501
05/11/2022 12:00:00 AM,"Morris-Shea Bridge Co., Inc.",609 South 20th Street,Irondale,Alabama,205-956-9518,35210,,,,,,,,,
05/12/2022 12:00:00 AM,Soil Solutions Inc,110 Cherry Valley Avenue,West Hempstead,New York,516-292-6000,11552,,,,,,,,,
05/13/2022 12:00:00 AM,Alliance Security,318 West 39th Street,New York,New York,212-947-7800,10018,MANHATTAN,104,40.755657,-73.991976,3,1013650,1007620050,115,MN0402
05/13/2022 12:00:00 AM,Moore Group Corp.,1 Jefferson Place,Baldwin,New York,516-746-6300,11510,,,,,,,,,
05/13/2022 12:00:00 AM,Penava Mechanical Corp,5915 55th Seet,Maspeth,New York,718-628-1766,11378,,,,,,,,,
05/13/2022 12:00:00 AM,Walsh Glass & Metal,904 Nepperhan Avenue,Yonkers,New York,914-423-4300,10703,,,,,,,,,
05/16/2022 12:00:00 AM,Hailey Insulation Corp.,815 Route 25A,Rocky Point,New York,631-689-0450,11778,,,,,,,,,
05/16/2022 12:00:00 AM,Maragos Painting LLC,460 Valley Street,Orange,New Jersey,973-731-7179,07050,,,,,,,,,
05/17/2022 12:00:00 AM,Contractors Sheet metal LLC,34-06 Skillman Avenue,Long Island City,New York,718-786-2505,11101,QUEENS,402,40.746922,-73.930105,26,4003417,4002400001,17902,QN0202
05/19/2022 12:00:00 AM,2334 Coney Island Ave BRK LLC,777 South Figueroa Street,Los Angeles,California,646-745-6771,90017,,,,,,,,,
05/19/2022 12:00:00 AM,"P&D Electrical Solutions, Inc.",4288 Katonah Avenue,Bronx,New York,347-241-5413,10470,BRONX,212,40.898172,-73.867292,11,2019376,2033840010,45101,BX1203
05/19/2022 12:00:00 AM,"Spaces CNY, LLC",1440 Broadway,New York,New York,212-302-9060,10018,MANHATTAN,105,40.754611,-73.986761,4,1022563,1009930011,113,MN0502
05/20/2022 12:00:00 AM,DLS Mecanical Corp.,275 Jerico Turnpike,Floral Park,New York,718-777-0830,11001,QUEENS,,,,,,,,
05/20/2022 12:00:00 AM,Newgrange Construction Company,104 East 25th Street,New York,New York,212-682-2332,10010,MANHATTAN,105,40.741282,-73.984999,2,1018088,1008800084,68,MN0602
05/23/2022 12:00:00 AM,B&A Restoration,43 East Carl Street,Hicksville,New York,631-307-2009,11801,,,,,,,,,
05/24/2022 12:00:00 AM,UE Bruckner Plaza LLC,888 Seventh Avenue,New York,New York,201-571-3563,10019,MANHATTAN,105,40.765015,-73.980416,6,1024895,1010280029,137,MN0502
05/25/2022 12:00:00 AM,120 JV ACQ LLC,126 East 56th Street,New York,New York,212-554-5831,10028,MANHATTAN,105,40.760465,-73.970151,4,1081163,1013100063,100,MN0604
05/25/2022 12:00:00 AM,"BT Flooring Solutions, LLC",161 West 73rd Street,New York,New York,917-557-0697,10023,MANHATTAN,107,40.778797,-73.979932,6,1030008,1011450009,157,MN0701
05/25/2022 12:00:00 AM,Cauldwell Wingate Company LLC,380 Lexington Avenue,New York,New York,212-983-7150,10168,MANHATTAN,105,40.751036,-73.97636,4,1036152,1012960014,80,MN0603
05/25/2022 12:00:00 AM,"Park centennial Development LLC (Compass Point, LLC)",1721 Park Avenue,New York,New York,212-427-9800,10035,MANHATTAN,111,40.801957,-73.941273,9,1054376,1017690001,196,MN1102
05/25/2022 12:00:00 AM,Roosevelt 72 LLC,40-52 75th Street,Elmhurst,New York,718-899-7593,11373,QUEENS,404,40.745793,-73.890292,25,4036724,4014850051,267,QN0401
05/25/2022 12:00:00 AM,Scanga Woodworking Corp.,22 Corporate Park West,Cold Spring,New York,845-265-9115,10516,,,,,,,,,
05/25/2022 12:00:00 AM,Summit JV LLC,1721 Park Avenue,New York,New York,212-427-1800,10035,MANHATTAN,111,40.801957,-73.941273,9,1054376,1017690001,196,MN1102
05/26/2022 12:00:00 AM,2846 Partners LLC,1357 Huguenot Avenue,Staten Island,New York,718-689-9996,10312,STATEN IS,503,40.521319,-74.184153,51,5082331,5065390001,176,SI0304
05/26/2022 12:00:00 AM,"Construction Specialties, Inc.",3 Werner Way,Lebanon,New Jersey,570-584-6941,08833,,,,,,,,,
05/26/2022 12:00:00 AM,"River Street Partners, LLC",45 Main Street,Brooklyn,New York,718-222-2500,11201,BROOKLYN,302,40.702799,-73.990677,33,3329423,3000370001,21,BK0202
05/27/2022 12:00:00 AM,316 Kent Construction LLC,45 Main Street,Brooklyn,New York,718-222-2500,11201,BROOKLYN,302,40.702799,-73.990677,33,3329423,3000370001,21,BK0202
05/27/2022 12:00:00 AM,Henick-Lane Service Corp.,45-33 Davis Street,Long Island City,New York,718-786-7277,11101,QUEENS,402,40.744888,-73.94503,26,4000712,4000850021,1901,QN0201
05/31/2022 12:00:00 AM,"RXR Construction Services, LLC",625 RXR Plaza,Uniondale,New York,212-390-9600,11556,,,,,,,,,
05/31/2022 12:00:00 AM,STAT Fire Sprinkler Inc.,889 South 2nd Street,Ronkonkoma,New York,631-981-8000,11779,,,,,,,,,
06/01/2022 12:00:00 AM,AA 168 Construction LLC,61-15 184th Street,Fresh Meadows,New York,347-608-8785,11365,QUEENS,408,40.739264,-73.789945,24,4618169,4070730051,1341,QN0803
06/01/2022 12:00:00 AM,Cogen Electrical Services,175 City Island Avenue,Bronx,New York,718-991-4888,10464,BRONX,210,40.84294,-73.784893,13,2081927,2056260284,51601,BX1003
06/01/2022 12:00:00 AM,Genesis Fooring Systems LLC,252 West 37th Street,New York,New York,212-268-9550,10018,MANHATTAN,105,40.753514,-73.990728,3,1014452,1007860076,109,MN0502
06/01/2022 12:00:00 AM,Miller Blaker Inc.,620 East 132nd Street,Bronx,New York,718-665-0500,10454,BRONX,201,40.802366,-73.918986,8,2117310,2025430040,1903,BX0101
06/01/2022 12:00:00 AM,"Scientifix, LLC",2039 Briggs Rd,Mount Laurel,New Jersey,908-510-9579,08054,,,,,,,,,
06/03/2022 12:00:00 AM,DeFalco Construction Inc.,175 Walnut Avenue,Bronx,New York,718-618-7550,10454,BRONX,201,40.801396,-73.909918,8,2003993,2025870043,1903,BX0101
06/08/2022 12:00:00 AM,Ideal Supply Company,445 Communipaw Avenue,Jersey City,New Jersey,201-333-2600,07304,,,,,,,,,
06/08/2022 12:00:00 AM,"Ray Builders, Inc.",1270 Broadway,New York,New York,646-979-2830,10001,MANHATTAN,105,40.748655,-73.988097,4,1015858,1008340080,76,MN0501
06/08/2022 12:00:00 AM,Synergi LLC,7171 Dorsey Run Road,Elkridge,Maryland,800-784-5201,21075,,,,,,,,,
06/08/2022 12:00:00 AM,TLG Fulton LLC,1481 47th Street,Brooklyn,New York,718-705-6111,11219,BROOKLYN,312,40.633863,-73.987156,44,3137041,3056240046,234,BK1202
06/09/2022 12:00:00 AM,23 Brighton 11th Holdings LLC,137 Browning Avenue,Staten Island,New York,646-479-6699,10314,STATEN IS,502,40.599721,-74.118557,50,5023256,5009180170,181,SI0203
06/09/2022 12:00:00 AM,"A.D.E Systems, Inc.",150 Albany Avenue,Freeport,New York,516-568-6508,11520,,,,,,,,,
06/09/2022 12:00:00 AM,"G-Nado, Inc.",2906 Shell Road,Brooklyn,New York,917-803-8233,11224,BROOKLYN,313,40.58171,-73.975394,47,3196287,3072470260,348,BK1302
06/10/2022 12:00:00 AM,Aspro Plumbing Inc.,127-08 Merrick Boulevard,Jamaica,New York,718-977-3653,11434,QUEENS,412,40.681323,-73.764972,27,4270315,4125280105,33401,QN1204
06/14/2022 12:00:00 AM,1222 Realty Group LLC,2307 West 13th Street,Brooklyn,New York,917-417-8813,11223,BROOKLYN,313,40.590863,-73.983117,47,3194215,3071610074,382,BK1301
06/14/2022 12:00:00 AM,Emprise Construction Inc.,412 West 19 Street,New York,New York,212-608-5546,10011,MANHATTAN,104,40.744223,-74.003587,3,1078444,1007160017,89,MN0401
06/14/2022 12:00:00 AM,N-Tech Design of America,1648 East 14th Street,Brooklyn,New York,718-902-2920,11229,BROOKLYN,315,40.609258,-73.959335,48,3182387,3067760026,554,BK1501
